Plant Species,Gene ID,Developmental Stage,Stress Treatment,Soil Moisture (%),Temperature (°C),Promoter Methylation (%),Gene Body Methylation (%),TE Methylation (%),Global DNA Methylation (%),CG Methylation (%),CHG Methylation (%),CHH Methylation (%),Methylation Pattern Type,Histone Modification,siRNA Expression (FPKM),SNP Variants,Gene Expression (FPKM),Drought Resistance (1-10),Root Depth (cm),Leaf Area Index,Photosynthetic Rate (μmol CO₂/m²/s),Water Use Efficiency,Chlorophyll Content,Yield (g/plant)
Maize,ZmNAC111,Mature,None,51.2319276,37.23719511,12.22553539,72.93495467,94.10703752,59.75584253,65.29580808,47.50223733,11.18567937,Dynamic,H3K4me3,33.21077687,47,97.10112149,3.679408451,82.12888025,4.055946966,48.79503462,2.126208397,45.86766893,24.83742231
Arabidopsis,AtWRKY53,Seedling,Salt,12.13669512,36.44798871,66.62319565,55.1380525,64.78836162,62.18320326,61.68126495,52.6592674,12.48786349,Dynamic,H3K4me3,15.75921665,27,40.59726484,3.914077841,25.34660889,3.706764908,31.99475915,3.261090098,39.29812292,37.89575796
Arabidopsis,AtMYB44,Flowering,Heat,36.87660261,32.57680055,78.05044245,46.09496254,88.8219315,70.98911216,68.73750989,56.29214472,15.43412164,High,H3K9me2,48.37235855,38,27.2337056,3.440029384,63.43554918,1.319301156,23.64489084,1.744435305,30.88872404,34.76339018
Rice,OsDREB2A,Flowering,Drought,47.53464197,31.77395085,66.25465555,70.16988738,51.65746212,62.69400168,60.02976743,50.7560125,28.96091985,Dynamic,H3K4me3,23.40109417,0,30.50891038,3.42821784,44.33698857,2.296908463,31.95321161,0.550042228,30.3431592,54.82050809
Arabidopsis,AtMYB44,Mature,Heat,59.92674064,24.23172057,57.38752296,52.1347703,65.91323728,58.47851018,61.14042761,40.71261368,22.76068515,Dynamic,None,30.14307185,23,49.4032405,4.15679935,62.74119507,1.663731833,20.34974518,2.318249919,27.51977285,44.74011567
Maize,ZmNAC111,Mature,Drought,15.47725451,34.53514815,76.24913865,62.51262479,56.28050678,65.01409008,66.52660019,52.54025893,25.18427936,Dynamic,None,42.71135104,0,9.213676951,2.469564113,22.69206247,2.595854554,38.57620752,2.282569059,40.10219291,56.66386748
Rice,OsNAC10,Seedling,None,74.75897406,39.54170732,32.69376774,75.53607659,60.43172224,56.22052219,47.47347933,39.35024878,23.86411439,Dynamic,H3K27me3,24.83224982,5,73.54447771,6.657787635,64.64053939,5.957139576,26.36832845,2.498909185,33.87310227,54.38718435
Wheat,TaDREB3,Seedling,Salt,52.27009937,38.39313871,63.07465102,71.45195264,76.18452566,70.23704311,79.6089212,42.52610258,12.92017914,High,H3K27me3,23.04070137,16,40.94358237,2.251088476,64.75570192,2.401885716,20.0543123,2.100427263,29.17019429,44.24315088
Rice,OsNAC10,Vegetative,Drought,13.8659459,27.74997161,33.58208327,54.56071664,51.17505568,46.43928519,40.43578115,25.26980457,19.52279693,Dynamic,H3K9me2,39.78283969,27,63.31746603,5.729863967,66.46460508,2.479460519,32.91412608,1.517261348,39.22888804,58.84444165
Maize,ZmGLK1,Mature,Heat,46.36367776,19.15452934,78.49822687,50.23338154,68.90483081,65.87881307,57.88645217,36.48603549,22.42329284,Dynamic,H3K9me2,6.747344704,33,15.81611337,1.863575075,24.11575648,4.943837459,8.187401533,1.791634003,38.38629565,44.90881611
Maize,ZmDREB2,Vegetative,None,19.43288858,28.75664537,10.7668623,52.96254763,83.77890663,49.16943885,57.28655264,36.22268228,9.196879702,Dynamic,H3K27me3,12.02691464,20,91.72998576,2.925227706,72.19256507,2.800972146,22.86563339,0.543502732,44.02744226,32.05202072
Rice,OsDREB2A,Flowering,None,51.34698645,33.21672204,12.83094681,40.90461833,70.888814,41.54145971,46.37998772,23.44133741,18.05619939,Dynamic,H3K27me3,2.654343387,7,85.418746,4.071632845,,5.862299919,18.65747883,1.923536503,42.48973112,50.57496671
Arabidopsis,AtNAC2,Flowering,Drought,15.17631061,35.09424881,79.86597636,42.45215287,69.47268242,63.93027055,51.80224107,35.39156483,14.65083773,Dynamic,H3K9me2,30.4414848,21,23.2067905,4.671229611,32.51960617,1.000375416,36.77870262,0.607401485,44.35647914,44.81646134
Maize,ZmGLK1,Vegetative,None,39.67601595,34.51059172,11.28760599,67.59131005,53.61680021,44.16523875,39.51057842,24.91054015,20.44561593,Dynamic,None,29.87586109,12,76.19835663,4.278167735,44.12126771,2.476250979,39.92937966,2.244893996,37.28434089,58.23536026
Wheat,TaDREB3,Vegetative,Drought,74.66313783,31.10030396,72.1975512,62.21194357,70.81835228,68.40928235,69.18852978,42.96719968,24.84549586,Dynamic,H3K27me3,38.77156837,37,28.73144193,3.342502256,85.63711433,2.479301829,35.66847492,0.365026307,28.19980065,47.63300449
Rice,OsHKT1,Mature,Drought,20.31931413,22.65736978,53.23503409,42.61613139,72.45420051,56.10178866,50.4481076,34.20798699,24.05425344,Dynamic,H3K9me2,32.91681307,46,46.51028873,4.932375787,37.59157287,5.725792705,24.01435029,2.650613749,34.44732056,45.30992891
Rice,OsNAC10,Seedling,Heat,28.89647446,35.7953373,43.76590622,66.36095945,67.27935308,59.13540625,58.48445973,34.56825603,21.2764448,Dynamic,None,21.0648628,20,55.8312056,2.605118493,86.15035822,5.013965229,39.48535984,0.707684525,44.86184377,47.36240302
Rice,OsNAC10,Seedling,Salt,51.79892737,39.93596262,60.62130519,65.84639524,52.01484347,59.4941813,68.03874995,52.83296126,28.80258841,Dynamic,H3K27me3,3.85909369,34,39.00791135,2.501074222,43.12222454,3.240840284,17.77966872,2.256432659,41.50094412,50.45633936
Maize,ZmNAC111,Vegetative,Salt,59.54543492,33.3598969,38.23424698,70.01723395,80.27096628,62.84081574,50.57441754,32.90023807,22.52841992,Dynamic,None,2.145396087,14,56.61167663,4.603815234,58.7339154,4.902580753,17.04485819,2.205292807,29.5825904,43.35584454
Arabidopsis,AtMYB44,Flowering,None,18.45478757,25.5471025,13.49373663,44.63083108,92.75774418,50.29410396,53.8325348,42.27941059,17.96302594,Dynamic,None,27.9089873,,86.72533433,4.23693814,82.67165445,1.212797416,34.40652264,0.671940117,35.68295357,33.29534343
Wheat,TaWRKY19,Mature,Heat,76.00649963,23.2347523,50.20819108,76.31218446,73.69692936,,68.50567342,38.07419933,19.98595889,Dynamic,H3K9me2,26.28341377,36,50.36317222,3.963318307,19.01961188,2.829377732,24.74924247,2.817821728,27.5199871,47.25928619
Rice,OsNAC10,Seedling,Salt,32.46870315,28.18715947,57.61377263,43.57792994,79.75108161,60.31426139,63.55872223,48.72107083,8.218626173,Dynamic,H3K4me3,32.4156554,15,33.12292575,4.628490246,24.94266757,4.710392843,9.888854746,1.405034392,42.2408002,33.47699133
Wheat,TaWRKY19,Seedling,Heat,46.35625736,39.49293751,64.74280399,64.05468707,68.39917524,65.7322221,76.31280919,40.64115743,6.815631976,Dynamic,H3K9me2,43.29851006,46,34.41988259,2.238662944,63.36841503,1.506941768,33.24229507,1.938292578,36.22886323,50.53755024
Wheat,TaWRKY19,Vegetative,Drought,60.07474824,31.43954717,39.40085768,44.47137196,79.73895913,54.53706292,58.38469276,35.25602178,23.83927113,Dynamic,None,31.48652806,29,57.96794395,3.503062072,30.02578381,3.256665765,33.94076152,0.700174479,27.73792371,48.31373906
Arabidopsis,AtWRKY53,Mature,None,50.65241434,34.99645554,31.15373497,64.44617961,73.2297803,56.27656496,64.84091795,33.43990899,11.57031734,Dynamic,H3K9me2,1.126510125,34,69.75434111,3.304406198,85.390004,3.780410099,48.87950728,0.79824184,47.82503626,34.5421815
Rice,OsDREB2A,Seedling,Drought,17.57542965,28.44194042,70.97317921,55.10603803,65.86901629,63.98274451,59.85740383,55.61621869,7.646145242,Dynamic,H3K4me3,32.42232281,31,23.89785287,2.353788287,80.21270349,2.384209054,21.16616853,1.631470879,42.99109952,45.12837885
Arabidopsis,AtWRKY53,Seedling,None,51.51104715,30.65641826,27.35093607,53.69130851,59.57043933,46.87089463,48.82049425,41.33191251,11.43257902,Dynamic,H3K9me2,17.62784517,27,71.72543437,5.656789278,64.62030962,3.158960301,29.18354339,1.997931633,30.60020976,46.74813081
Maize,ZmDREB2,Seedling,Drought,59.69298584,32.92568241,41.76053621,70.80748604,50.88216056,54.48339427,59.19428755,29.46595127,21.34982384,Dynamic,H3K27me3,13.3086929,41,47.01855608,1.490819051,66.85582823,2.145483335,15.15105042,2.291786449,42.24987732,60.15526809
Rice,OsNAC10,Vegetative,None,39.4072122,36.91776707,30.93754835,41.4329435,60.03742796,44.13597327,43.26467674,34.38590458,8.293188991,Dynamic,H3K27me3,45.92034781,3,67.1589982,5.699237208,27.98282309,5.732946765,22.63359055,2.530386808,46.37952636,51.15590127
Arabidopsis,AtMYB44,Vegetative,Salt,22.78279888,22.61904503,61.81129337,69.32188744,74.05722746,68.39680275,56.74002772,57.22337047,33.1279738,Dynamic,None,34.9287968,33,39.75395687,2.934104498,18.41785835,1.711897108,30.39740079,3.221506571,28.6832352,40.5819171
Arabidopsis,AtNAC2,Flowering,None,68.64034702,26.31249627,39.91428876,52.07131887,59.5871036,50.52423708,44.20494331,32.51482693,5.777541127,Dynamic,None,14.18148043,48,64.66040237,4.27517392,35.84391928,2.708672994,22.7420855,1.666662276,44.25621514,47.18438365
Arabidopsis,AtNAC2,Flowering,Drought,77.13281515,24.41400829,56.35442925,69.35287548,52.13513637,59.2808137,53.13985821,49.37256603,26.36788335,Dynamic,H3K9me2,24.19467258,39,44.69381767,3.260981672,,1.88521068,11.7470106,1.161236668,33.97220517,46.69847855
Arabidopsis,AtMYB44,Seedling,None,15.03267384,26.00374078,38.35618432,42.32386616,52.69312354,44.45772467,42.1566178,25.69592403,21.06906329,Dynamic,H3K4me3,10.45618798,22,53.36012341,6.418006162,22.83008894,1.71169669,35.70989138,0.513409734,35.4537808,49.18727431
Wheat,TaNAC69,Flowering,Drought,55.20094711,37.9112943,32.91961902,46.69932344,68.64830851,49.42241699,46.90091776,32.97565675,9.023641861,Dynamic,H3K27me3,16.55077103,44,74.39276206,5.341149347,79.62252734,2.175908387,9.387302852,2.57442713,32.2398883,39.72043659
Arabidopsis,AtMYB44,Vegetative,Salt,51.16392471,23.06196884,45.52391166,44.972334,91.99854717,60.83159761,64.19289374,31.07216249,22.2002992,Dynamic,H3K27me3,32.50610355,13,56.70348422,3.530892295,66.87688603,2.456698012,13.98544524,2.551030708,36.85297642,31.87750977
Rice,,Flowering,Heat,34.42914089,29.64747427,36.93915071,74.10893511,51.23687208,54.09498597,45.50118418,29.55981386,16.83667762,Dynamic,H3K9me2,17.9923044,34,65.12195276,4.092324635,36.1143533,5.237269503,10.18515148,1.232919363,27.70408042,62.85148713
Wheat,TaWRKY19,Mature,Drought,21.40860674,34.50583418,63.75253116,53.05782101,74.59502653,63.8017929,62.38374981,35.17763698,29.5321993,Dynamic,H3K9me2,46.49491176,35,41.23719066,3.944338174,74.21022912,3.587339879,24.89508831,0.678160928,29.44109913,40.47309005
Wheat,TaDREB3,Flowering,Drought,33.16670336,15.76248474,71.3987458,59.66049029,78.88373504,69.98099038,67.50323997,44.66207932,13.21802103,Dynamic,H3K4me3,22.02275862,16,,3.994414273,41.25661464,1.963348403,8.039772117,0.55018921,38.21859945,45.70971596
Rice,OsDREB2A,Mature,None,36.9145507,19.03140869,42.82752033,63.04993,54.16069847,53.3460496,56.52330613,35.74336283,22.64830485,Dynamic,H3K9me2,41.23102082,28,58.0726261,5.098341617,49.67500885,4.374200358,45.95792742,0.974013652,,60.73564153
Wheat,TaDREB3,Seedling,Drought,74.81994136,34.57761535,36.63282602,50.61892753,51.1803769,46.14404348,44.04234845,32.47684696,22.07431828,Dynamic,H3K4me3,42.65353378,1,65.21160149,7.105002245,31.65667864,1.459475312,33.94676012,1.613413154,42.68403212,55.00773826
Rice,OsNAC10,Flowering,None,69.51544745,23.26775295,16.64136583,46.281627,62.16615112,41.69638132,40.79952772,35.45898403,5.662963209,Dynamic,H3K27me3,48.26647515,40,85.86041577,6.20409374,55.8484221,4.512897906,15.07573124,0.958120533,40.46737448,49.73167641
Wheat,TaDREB3,Flowering,Drought,21.02780263,25.41334744,45.12130935,43.51708685,93.51523829,60.71787816,55.00986563,47.12849429,8.289751232,Dynamic,H3K9me2,24.59249252,11,62.65129269,4.674455266,61.30658476,3.345353082,27.38929052,0.573358494,34.73248363,37.23609807
Rice,OsDREB2A,Vegetative,Salt,27.29332865,20.03252648,77.90431477,77.98066456,94.70592342,83.53030092,85.81504107,45.54553009,37.76130059,High,H3K27me3,49.49055929,36,21.36516494,1.267946281,26.23598744,5.113126516,9.864051071,0.697906666,34.82076855,35.39583505
Wheat,TaNAC69,Vegetative,Heat,54.54189881,38.43600437,69.30992884,50.92654762,63.35863812,61.19837153,50.6548273,37.59704417,8.387231914,Dynamic,H3K27me3,15.3163454,27,25.19669239,6.805766188,65.77691512,1.178587697,18.87858874,1.257741065,28.87740581,48.29592457
Arabidopsis,AtNAC2,Vegetative,Salt,41.83892046,33.66662932,37.30051836,75.79865515,56.86676322,56.65531224,49.67767074,30.74035213,12.68352677,Dynamic,H3K4me3,37.42292174,12,64.05442272,5.061336993,55.24788706,2.869924093,34.32727108,2.669823124,37.24724029,49.01704588
Arabidopsis,AtNAC2,Seedling,None,69.52978934,25.23155707,49.1956129,48.64286931,68.75146769,55.5299833,52.83173795,48.42871887,11.89182406,Dynamic,H3K27me3,37.94301455,40,57.06013167,3.35919376,53.12944294,3.572212508,22.16157848,2.903995027,48.22623164,44.9903199
Rice,OsHKT1,Vegetative,Heat,52.07856744,32.64006541,49.73804929,41.56694828,90.89170359,60.73223372,66.33774399,36.96568966,18.1434841,Dynamic,None,10.77197395,49,50.1045543,3.273735549,31.29920591,5.106989465,17.56358907,2.178291573,31.88740006,44.84064434
Arabidopsis,AtNAC2,Vegetative,Drought,11.12821131,15.70412485,53.55671592,47.32903468,76.32689217,59.07088092,56.90160399,44.99830293,28.41061686,Dynamic,H3K4me3,16.03390163,15,59.90205056,5.78415254,66.9287172,3.765373313,14.84857175,2.956079958,43.29936681,42.57366612
Rice,OsNAC10,,Heat,36.64735397,34.79569302,45.22369508,47.05630344,74.47863361,55.58621071,57.05840138,46.15315254,15.72038861,Dynamic,H3K9me2,5.941761218,45,51.91388089,5.248678474,41.73253809,5.430158791,14.91162219,2.902254308,32.09168984,35.86608965
Maize,ZmDREB2,Mature,Drought,55.79019146,32.47997257,47.25592322,58.99675949,68.16951907,58.14073393,68.54441351,36.51119163,10.07748788,Dynamic,H3K4me3,45.86859539,11,54.52652824,4.579983965,,5.696229261,36.21614352,1.258209639,35.19293848,40.22853946
Maize,ZmGLK1,Flowering,Drought,69.19570375,39.49909197,44.05750808,72.03526849,50.99027735,55.6943513,59.6988669,44.4485722,16.20402005,Dynamic,None,5.494851185,10,57.83370658,2.935136309,77.98774851,5.555292267,19.75175058,0.92639247,42.74386981,50.22306807
Wheat,TaWRKY19,Vegetative,Salt,79.56111365,26.12520626,56.66416697,50.64331328,90.45263505,65.92003843,64.43583867,54.4397751,8.694438435,Dynamic,None,13.21174736,21,47.79549737,3.506228709,16.87232287,1.678788817,14.19936677,2.718058431,35.58963942,42.18711213
Rice,OsNAC10,Mature,Heat,67.49532549,16.07239774,34.93264481,60.83984504,,57.42495671,62.70544942,34.66769279,25.07771767,Dynamic,H3K4me3,14.57508255,18,65.0607048,4.356827729,20.50586433,3.304446051,10.79957407,3.464969226,31.12246642,42.51272169
Maize,ZmNAC111,Vegetative,Heat,64.96890461,17.77029007,74.75752,73.6168677,80.54633046,76.30690606,63.10320549,44.51955593,33.86078043,High,H3K9me2,36.85858033,0,33.25198392,1.960135653,33.58516334,4.303253727,19.92245365,0.792763675,36.62736782,41.41191166
Rice,OsHKT1,Seedling,Salt,54.06387328,22.4238392,66.34262049,55.09727265,82.29979105,67.91322806,58.23763531,58.7774813,30.68203848,Dynamic,H3K9me2,18.39175056,34,42.61682342,4.689680495,48.7146332,3.384218025,24.18708406,0.935638636,39.27877452,36.20301295
Arabidopsis,AtMYB44,Vegetative,Heat,15.51503464,34.6259464,74.78611469,78.95880866,76.07238129,76.60576821,71.31665735,48.16889809,19.27309444,High,None,13.19165893,20,21.03737454,2.657680089,63.09677176,1.117941621,11.38820961,3.426099423,44.91693904,54.11011915
Rice,OsNAC10,Flowering,None,29.89880851,33.21053245,29.42720883,45.29491838,54.68917786,43.13710169,47.02591854,25.65935271,6.691312894,Dynamic,H3K27me3,16.33558839,3,77.65549293,5.294730059,73.07695816,2.591335178,34.66910367,3.358292471,46.82606299,47.81559687
Rice,OsNAC10,Mature,Salt,77.13625019,22.81853081,42.03426601,75.52276082,88.36271829,68.63991504,63.92189337,36.20906948,34.10001987,Dynamic,H3K27me3,31.74028385,40,53.1768172,4.11644857,39.81476463,4.590741676,29.58391137,3.099652223,44.87504467,36.8959645
Maize,ZmDREB2,Vegetative,None,62.79035893,37.31296311,23.74811509,47.38121377,50.98107547,40.70346811,36.72277775,26.32979608,19.47362977,Dynamic,H3K27me3,40.23099721,14,90.81329064,5.882549714,33.05358181,3.8275528,40.04677981,2.591797507,42.85416471,49.46890958
Maize,ZmGLK1,Mature,None,23.69594995,16.44041414,26.58043776,64.70017804,78.93965749,56.74009109,51.46355226,,13.14659885,Dynamic,None,42.01167982,38,73.78381921,4.797217346,15.93012928,2.648165245,14.09277027,0.488681257,44.28034622,44.69403151
Maize,ZmDREB2,Seedling,Heat,67.44727408,26.65364626,59.97527201,53.44909155,52.07181783,55.1653938,52.300701,39.01928558,5.774417814,Dynamic,H3K27me3,14.29083989,9,44.66631267,4.945393764,82.10364479,3.666394903,12.5201948,2.21390052,44.93906467,51.5054213
Maize,ZmNAC111,Seedling,Salt,42.3291363,28.07675169,45.76391492,59.36748332,91.39723062,65.50954295,65.51314957,54.52988965,14.86779508,Dynamic,H3K27me3,19.24964323,27,57.69028234,4.809524143,72.1733449,2.793124443,20.85266844,2.316217943,32.68588878,36.31025946
Rice,OsDREB2A,Seedling,Drought,12.74770152,35.88184475,54.47722461,62.51492533,66.74994601,61.24736532,52.34792826,41.63772281,11.73394365,Dynamic,H3K4me3,36.43177638,4,45.88380809,5.758877015,51.94885834,4.554356493,28.13534412,2.580581628,38.52513179,49.17334684
Arabidopsis,AtWRKY53,Mature,Drought,62.2083789,17.50509398,73.80940661,51.60177232,68.15571413,64.52229769,72.35815426,48.70109576,14.41758458,Dynamic,H3K27me3,23.44306083,22,26.91923486,3.799783641,67.83319377,3.194901495,35.62429207,3.25464206,40.95044259,53.74446745
Rice,OsHKT1,Seedling,Drought,17.26789602,23.550846,36.69683494,73.42040618,89.61542336,66.57755483,66.61248674,38.25829169,10.04306354,Dynamic,H3K27me3,20.23537733,8,64.25271955,5.964609721,42.20114993,2.085444295,27.52457744,1.682902092,43.55576341,29.73280641
Arabidopsis,AtNAC2,Seedling,None,11.13855519,23.17281168,47.74022335,66.16132028,73.97235821,62.62463395,55.19822204,52.18823304,11.37762001,Dynamic,H3K27me3,0.792918161,1,57.71915668,3.739995871,27.33046637,3.859937488,34.08126385,2.359186966,49.08650931,39.99031162
Maize,ZmDREB2,Mature,Salt,43.43552642,16.54700528,52.72174333,51.5023826,62.35541048,55.52651214,49.36043911,35.14891207,13.39595041,Dynamic,H3K4me3,11.76422807,47,47.88980263,5.774289175,81.36003521,4.434504797,14.81373065,2.521549105,30.70343128,44.96464126
Arabidopsis,AtWRKY53,Vegetative,Drought,44.11405698,34.63779462,78.84796034,78.2052,85.68791982,80.91369339,76.93837893,42.59165712,11.27538718,High,H3K27me3,43.57234669,32,11.01320004,3.523739388,52.40085258,1.713526768,37.26032157,1.224728122,40.3140827,41.65605439
Arabidopsis,AtMYB44,Mature,Drought,39.36282322,28.12271269,44.70181442,75.23898447,87.69514737,69.21198209,69.03537837,44.01968445,29.11172996,Dynamic,H3K27me3,8.235424837,16,46.85939209,3.019820104,54.9215804,2.058529844,35.21459984,2.585563673,31.88747023,41.46510902
Maize,ZmGLK1,Flowering,Drought,25.66909542,32.45755889,41.92093229,77.52538156,63.95597802,61.13409729,57.38508728,45.0890811,20.49488262,Dynamic,H3K4me3,46.20217438,23,64.65124439,5.945109452,35.90797311,3.737640893,26.98987018,2.46450089,31.55632224,57.10910744
Rice,OsDREB2A,Vegetative,Heat,38.39974121,17.16550573,30.17832163,75.93692971,59.80093524,55.30539553,53.67010329,,23.8203122,Dynamic,None,3.990841663,9,69.92874869,3.647455829,69.61147384,3.82981862,13.62953374,1.814348198,38.66197049,54.70898265
Rice,OsDREB2A,Vegetative,Heat,29.1410961,37.52337723,36.4728541,53.22681075,64.23867469,51.31277984,57.50410338,34.30824594,17.68376013,Dynamic,None,22.84973089,15,68.87279308,5.420817716,18.95003296,3.496117753,35.36338681,2.526862824,44.67292279,36.99883189
Arabidopsis,AtMYB44,Flowering,Salt,14.20125234,25.1461817,37.23365811,51.08964479,92.6080473,60.31045006,68.68353303,44.44792924,15.71103403,Dynamic,H3K9me2,43.15397834,49,65.20824095,1.520968485,83.44044473,1.986811904,14.60150754,1.61881879,34.87574344,41.19441525
Rice,OsDREB2A,Mature,Heat,70.24654856,39.81500759,75.3904216,67.53470483,57.50404919,66.80972521,57.62606368,34.70844719,17.68669535,Dynamic,H3K9me2,20.06974704,22,25.495145,4.193813849,41.44870555,2.436943457,9.656105891,1.607414302,28.79865684,58.18244054
Wheat,TaDREB3,Vegetative,Drought,32.23176687,16.58553311,38.36423696,74.29106544,76.39850566,63.01793602,70.04520595,51.8960655,27.05325811,Dynamic,None,36.21896096,47,55.19376237,3.197445547,42.45855921,2.674144724,23.95129102,2.246923951,27.57801223,42.98308055
Maize,ZmGLK1,Flowering,Heat,48.26031376,39.54486179,71.77029394,56.52538085,77.7385769,68.6780839,58.16455319,44.95354318,27.02860993,Dynamic,H3K9me2,2.509958487,45,22.60816902,3.886658698,28.47037859,5.212583705,16.74133134,2.934509107,38.00896313,52.85723437
Maize,ZmGLK1,Seedling,None,79.99817074,29.88219098,35.13434251,44.46079298,68.15216622,49.24910057,56.35525129,41.05940802,15.21598459,Dynamic,H3K27me3,5.119850232,4,58.75493853,5.134357607,80.91827905,5.145328158,18.0384626,2.357421191,45.18291281,42.47858761
Rice,OsDREB2A,Flowering,Heat,49.59981936,25.60287274,53.12121691,61.71453909,94.19234657,69.67603419,77.83191127,52.38164806,17.10422935,Dynamic,None,47.29546743,35,48.09426199,1.432084282,41.97853623,5.555913434,23.5042845,3.183667731,42.95949319,39.82938672
Wheat,TaNAC69,Flowering,Drought,72.93681773,20.60809797,60.210994,57.33026255,67.2247245,61.58866035,51.89986624,34.10123058,26.77846526,Dynamic,H3K9me2,38.36042393,0,36.50463958,6.204352428,72.51614374,2.11834828,31.8474833,1.696524658,42.12248696,51.13903417
Maize,ZmGLK1,Vegetative,None,52.69837052,32.3910402,46.7243588,71.42728327,59.88370961,59.34511723,67.08125815,32.57049173,20.70429093,Dynamic,H3K27me3,4.62041702,14,54.88587722,3.667656319,51.59662405,3.235590409,26.21752912,3.401273127,34.03395112,52.2583985
Rice,OsHKT1,Vegetative,None,33.12925492,31.69333252,36.61832572,72.2621849,54.47685266,54.45245443,56.1323974,28.58747584,9.277546898,Dynamic,None,34.46899533,21,69.36941379,3.379133117,53.10098086,3.036222382,37.01958482,1.504745484,39.63192347,52.64867649
Arabidopsis,AtWRKY53,Seedling,Salt,19.36355605,20.20091671,74.19450456,74.87104036,51.49986145,66.85513546,71.9201204,48.24767488,31.81811974,Dynamic,H3K4me3,34.32536729,27,26.14521962,2.972485387,26.75435911,2.379445071,31.20525974,3.347970401,33.5489293,58.46790964
Rice,OsNAC10,Flowering,Drought,59.3910606,39.3026932,32.18001827,43.75315605,55.56365453,43.83227628,42.61485944,27.0143611,18.53088647,Dynamic,H3K27me3,17.9042232,25,59.31962091,2.856500693,41.86800663,5.027705551,32.96133587,0.395356133,29.58822857,47.84294926
Wheat,TaWRKY19,Flowering,Drought,49.04472979,23.75504158,62.16479174,61.66296825,61.76076455,61.86284151,53.50766121,40.94606177,30.60568357,Dynamic,H3K4me3,38.31339217,18,44.71475036,6.229100331,17.75904646,2.136597293,26.57033719,,36.51090583,47.07796152
Rice,OsNAC10,Seedling,None,44.58602303,27.06440459,28.14230519,71.84342785,59.74758507,53.24443937,61.85528568,43.47601226,12.41920935,Dynamic,H3K9me2,41.96485402,34,68.99838673,2.985989872,20.25978195,5.657436519,13.94699427,1.229711191,32.18574876,53.41001736
Arabidopsis,AtNAC2,Mature,Heat,71.02309709,35.01780148,67.68246412,73.90530794,77.88423567,73.15733591,73.19939728,47.52110408,13.86372543,High,H3K27me3,,,22.66427471,3.647394636,57.93133059,3.758820585,19.42135583,2.539684613,38.6759785,41.77081363
Rice,OsNAC10,Flowering,None,17.56481248,22.0676946,33.66543693,55.3720064,77.38495164,55.47413166,47.92411634,33.53856935,18.08816905,Dynamic,None,19.069396,32,64.41098449,3.797955275,21.79411078,3.841655914,25.85083843,2.946359936,48.00594238,43.34551801
Wheat,TaWRKY19,Mature,Drought,34.07904142,32.97127451,40.67855243,66.34736336,91.71443899,66.24678493,60.41477756,,10.42886359,Dynamic,H3K27me3,21.58530707,5,59.63403206,3.599962642,55.79817205,3.300956946,12.05942476,3.090547063,42.16889312,31.85960302
Arabidopsis,AtWRKY53,Seedling,None,71.52903013,23.3821594,38.71950245,42.48190457,81.92726922,54.37622541,,39.95970333,18.43469941,Dynamic,H3K27me3,4.358537355,43,58.84465392,5.272322255,55.3107465,2.845062667,45.64191708,0.53980528,47.86575536,39.29056106
,ZmGLK1,Mature,Drought,14.00694464,25.65304545,56.48922627,50.08475856,94.22924671,66.93441051,70.70852638,56.07365108,17.82537467,Dynamic,H3K9me2,8.819473168,11,46.72120898,3.668599954,46.80089103,4.859792221,16.50617889,1.766211748,43.11238945,22.72764766
Arabidopsis,AtWRKY53,Mature,None,37.88466134,32.93427233,45.06443882,73.63379757,85.37113724,68.02312454,54.79365273,58.82314562,14.28147461,Dynamic,H3K9me2,10.61023077,6,54.16834934,4.717088106,60.10243806,2.247765814,37.14495427,2.079190957,35.51472613,45.25289622
Wheat,TaNAC69,Flowering,Drought,48.41407596,25.02669069,45.15518869,60.62831869,,61.60751028,73.07420237,51.33296679,23.83347855,Dynamic,H3K27me3,14.06957156,47,52.92371108,1,21.27707582,2.077290709,35.14806844,1.559677433,35.30852998,38.12445048
Wheat,TaNAC69,Mature,Drought,41.36485821,30.14902019,57.344345,71.95378349,83.79553605,71.03122152,78.74390103,49.70023335,17.15777201,High,H3K27me3,35.6204872,32,41.34451431,1,52.92919311,2.270485116,24.62358502,0.859625064,28.95681131,40.40036216
Maize,ZmNAC111,Mature,Salt,50.00646761,28.98145033,45.35209627,43.89823789,90.35520659,59.86851358,62.2611291,46.64351103,17.09838101,Dynamic,H3K9me2,35.34643416,6,63.2306053,4.265072817,19.50100573,5.560388142,17.7771567,0.784355949,28.58473814,42.27705229
Wheat,TaNAC69,Flowering,Salt,49.27931395,30.48738957,78.97409143,52.49384575,93.034904,74.83428039,64.31959503,60.28653987,26.4280524,High,None,20.90362523,9,29.43000941,5.085954784,19.67747907,1.628588205,8.258339034,2.796650754,41.68078986,33.12265498
Arabidopsis,AtNAC2,Flowering,Drought,51.14382074,39.04857418,35.17892757,44.86292081,81.57915434,53.87366757,57.47689049,32.33511223,22.91020362,Dynamic,H3K27me3,48.71617415,6,69.33249743,3.194249234,53.69163652,3.060539612,23.70949051,2.430913095,33.56856926,36.490724
Wheat,TaDREB3,Mature,Heat,35.43318007,35.54299529,78.30383605,49.07944725,53.33430171,60.239195,58.47104769,51.35745831,9.645295208,Dynamic,H3K27me3,40.75976228,23,21.66021735,,48.13748024,3.219111869,26.9215905,3.377783428,32.98976279,48.30098103
